"Nr","Datum","Jahr","Land","Stadt","Umsatz","Kosten","Rücksendung","Bereich","Produktgruppe","Logistik-Code","Kunde"
"474","4/19/2026","2026","Deutschland","Dortmund","6722.25","5377.80","1","Bereich-4","prd-33","3-43655-2","C-65"
"475","4/20/2026","2026","Mexiko","Monterrey","7322.55","5858.04","","Bereich-5","prd-6","8-43665-1","C-109"
"476","4/21/2026","2026","China","Tianjin","5323.80","4259.04","","Bereich-4","prd-27","11-43663-1","C-137"
"477","4/22/2026","2026","Südkorea","Gunpo","6134.70","4907.76","","Bereich-5","prd-8","2-43652-2","C-107"
"478","4/23/2026","2026","Vereinigtes Königreich","Bristol","6278.55","5022.84","","Bereich-1","prd-45","10-43667-1","C-115"
"479","4/24/2026","2026","China","Tianjin","5535.30","4428.24","","Bereich-5","prd-12","11-43664-1","C-137"
"480","4/25/2026","2026","USA","Richmond","5905.50","4724.40","","Bereich-2","prd-99","1-43666-2","C-76"
"481","4/26/2026","2026","Vereinigtes Königreich","Bristol","9309.60","7447.68","","Bereich-2","prd-92","10-43668-1","C-115"
"482","4/27/2026","2026","Südkorea","Gunpo","8270.85","6616.68","","Bereich-1","prd-58","5-43666-1","C-65"
"483","4/28/2026","2026","Südkorea","Chuncheon","4997.55","3998.04","","Bereich-5","prd-17","2-43653-2","C-107"
"484","4/29/2026","2026","Südkorea","Chuncheon","6277.50","5022.00","","Bereich-3","prd-62","6-43667-1","C-85"
"485","4/30/2026","2026","China","Tianjin","5570.40","4456.32","","Bereich-3","prd-62","11-43665-1","C-137"
"486","5/1/2026","2026","Mexiko","Monterrey","8264.85","6611.88","","Bereich-2","prd-84","8-43666-1","C-109"
"487","5/2/2026","2026","Vereinigtes Königreich","Bristol","6351.75","5081.40","","Bereich-4","prd-26","7-43659-1","C-141"
"488","5/3/2026","2026","China","Tianjin","6593.25","5274.60","","Bereich-1","prd-51","11-43666-1","C-137"
"489","5/4/2026","2026","Mexiko","Monterrey","6463.95","5171.16","","Bereich-4","prd-29","9-43649-1","C-117"
"490","5/5/2026","2026","Südkorea","Chuncheon","5778.90","4623.12","","Bereich-1","prd-40","6-43668-1","C-85"
"491","5/6/2026","2026","Deutschland","Dortmund","8227.50","6582.00","","Bereich-1","prd-51","3-43656-2","C-65"
"492","5/7/2026","2026","Deutschland","Dortmund","6290.40","5032.32","1","Bereich-2","prd-98","3-43657-2","C-65"
"493","5/8/2026","2026","Deutschland","Dortmund","6385.50","5108.40","1","Bereich-1","prd-57","3-43658-2","C-65"
"494","5/9/2026","2026","Deutschland","Dortmund","4963.35","3970.68","","Bereich-5","prd-1","3-43659-2","C-65"
"495","5/10/2026","2026","Mexiko","Ciudad Juárez","4197.00","3357.60","","Bereich-4","prd-33","9-43651-1","C-117"
"496","5/11/2026","2026","Südkorea","Chuncheon","3678.90","2943.12","","Bereich-2","prd-91","2-43654-2","C-107"
"497","5/12/2026","2026","Deutschland","Dortmund","7668.30","6134.64","","Bereich-2","prd-85","3-43660-2","C-65"
"498","5/13/2026","2026","Vereinigtes Königreich","Bristol","6665.10","5332.08","","Bereich-2","prd-99","10-43669-1","C-115"
"499","5/14/2026","2026","China","Nanjing","6330.45","5064.36","1","Bereich-1","prd-40","4-43664-1","C-124"
"500","5/15/2026","2026","China","Nanjing","5305.95","4244.76","","Bereich-5","prd-13","4-43665-1","C-124"
"501","5/16/2026","2026","Mexiko","Ciudad Juárez","7043.70","5634.96","","Bereich-2","prd-94","8-43667-1","C-109"
"502","5/17/2026","2026","Südkorea","Chuncheon","6172.20","4937.76","","Bereich-3","prd-70","2-43655-2","C-107"
"503","5/18/2026","2026","USA","Richmond","4717.50","3774.00","1","Bereich-5","prd-9","1-43667-2","C-76"
"504","5/19/2026","2026","Vereinigtes Königreich","Bristol","6036.90","4829.52","","Bereich-1","prd-56","10-43670-1","C-115"
"505","5/20/2026","2026","Südkorea","Chuncheon","7680.60","6144.48","","Bereich-4","prd-24","5-43667-1","C-65"
"506","5/21/2026","2026","Südkorea","Chuncheon","6326.55","5061.24","","Bereich-5","prd-13","6-43669-1","C-85"
"507","5/22/2026","2026","Deutschland","Dortmund","11433.75","9147.00","","Bereich-5","prd-1","3-43661-2","C-65"
"508","5/23/2026","2026","China","Nanjing","6559.80","5247.84","1","Bereich-1","prd-58","4-43666-1","C-124"
"509","5/24/2026","2026","USA","Richmond","8307.30","6645.84","","Bereich-4","prd-20","1-43668-2","C-76"
"510","5/25/2026","2026","Südkorea","Chuncheon","6457.65","5166.12","1","Bereich-3","prd-61","2-43656-2","C-107"
"511","5/26/2026","2026","Deutschland","Dortmund","9489.30","7591.44","","Bereich-1","prd-47","3-43662-2","C-65"
"512","5/27/2026","2026","USA","Richmond","8340.60","6672.48","","Bereich-2","prd-95","1-43669-2","C-76"
"513","5/28/2026","2026","USA","San José","2316.30","1853.04","","Bereich-5","prd-19","1-43670-2","C-76"
"514","5/29/2026","2026","Mexiko","Ciudad Juárez","5167.05","4133.64","","Bereich-5","prd-19","9-43653-1","C-117"
"515","5/30/2026","2026","USA","San José","6530.25","5224.20","1","Bereich-5","prd-2","12-43647-1","C-53"
"516","5/31/2026","2026","USA","San José","7492.35","5993.88","","Bereich-5","prd-17","12-43648-1","C-53"
"517","6/1/2026","2026","Südkorea","Chuncheon","7749.60","6199.68","","Bereich-1","prd-41","5-43668-1","C-65"
"518","6/2/2026","2026","Südkorea","Chuncheon","5098.05","4078.44","","Bereich-1","prd-53","2-43657-2","C-107"
"519","6/3/2026","2026","Deutschland","Dortmund","7667.85","6134.28","","Bereich-3","prd-61","3-43663-2","C-65"
"520","6/4/2026","2026","USA","San José","7628.10","6102.48","","Bereich-4","prd-37","1-43671-2","C-76"
"521","6/5/2026","2026","Südkorea","Chuncheon","5754.90","4603.92","","Bereich-2","prd-84","2-43658-2","C-107"
"522","6/6/2026","2026","Deutschland","Dortmund","7547.10","6037.68","1","Bereich-1","prd-45","3-43664-2","C-65"
"523","6/7/2026","2026","Südkorea","Chuncheon","5291.70","4233.36","","Bereich-5","prd-6","2-43659-2","C-107"
"524","6/8/2026","2026","Deutschland","Dortmund","7423.05","5938.44","","Bereich-1","prd-55","3-43665-2","C-65"
"525","6/9/2026","2026","Mexiko","Ciudad Juárez","7056.15","5644.92","","Bereich-4","prd-28","8-43668-1","C-109"
"526","6/10/2026","2026","China","Nanjing","5587.05","4469.64","","Bereich-3","prd-73","11-43667-1","C-137"
"527","6/11/2026","2026","Südkorea","Chuncheon","5667.45","4533.96","","Bereich-5","prd-1","5-43669-1","C-65"
"528","6/12/2026","2026","Vereinigtes Königreich","Bristol","7847.10","6277.68","","Bereich-4","prd-31","10-43671-1","C-115"
"529","6/13/2026","2026","Südkorea","Chuncheon","4708.65","3766.92","","Bereich-4","prd-36","6-43670-1","C-85"
"530","6/14/2026","2026","Südkorea","Chuncheon","6365.10","5092.08","","Bereich-2","prd-82","5-43670-1","C-65"
"531","6/15/2026","2026","China","Nanjing","4999.65","3999.72","","Bereich-2","prd-88","4-43667-1","C-124"
"532","6/16/2026","2026","USA","San José","6495.45","5196.36","","Bereich-3","prd-68","1-43672-2","C-76"
"533","6/17/2026","2026","Südkorea","Chuncheon","5085.30","4068.24","","Bereich-4","prd-21","2-43660-2","C-107"
"534","6/18/2026","2026","USA","San José","5654.25","4523.40","","Bereich-2","prd-85","1-43673-2","C-76"
"535","6/19/2026","2026","USA","San José","5631.75","4505.40","","Bereich-1","prd-48","1-43674-2","C-76"
"536","6/20/2026","2026","Mexiko","Ciudad Juárez","4020.45","3216.36","","Bereich-1","prd-51","9-43655-1","C-117"
"537","6/21/2026","2026","USA","San José","5579.55","4463.64","","Bereich-4","prd-29","1-43675-2","C-76"
"538","6/22/2026","2026","Vereinigtes Königreich","Liverpool","8419.20","6735.36","","Bereich-2","prd-88","10-43672-1","C-115"
"539","6/23/2026","2026","China","Nanjing","6427.95","5142.36","","Bereich-1","prd-53","11-43668-1","C-137"
"540","6/24/2026","2026","China","Nanjing","3724.80","2979.84","","Bereich-1","prd-59","11-43669-1","C-137"
"541","6/25/2026","2026","China","Nanjing","6444.75","5155.80","","Bereich-2","prd-84","4-43668-1","C-124"
"542","6/26/2026","2026","Mexiko","Ciudad Juárez","8824.80","7059.84","","Bereich-2","prd-86","8-43669-1","C-109"
"543","6/27/2026","2026","Südkorea","Chuncheon","7498.35","5998.68","1","Bereich-4","prd-35","5-43671-1","C-65"
"544","6/28/2026","2026","China","Nanjing","4710.75","3768.60","","Bereich-5","prd-13","11-43670-1","C-137"
"545","6/29/2026","2026","Deutschland","Dortmund","9877.80","7902.24","","Bereich-2","prd-84","3-43666-2","C-65"
"546","6/30/2026","2026","Südkorea","Chuncheon","6001.80","4801.44","","Bereich-2","prd-95","2-43661-2","C-107"
"547","7/1/2026","2026","Deutschland","Dortmund","4492.80","3594.24","1","Bereich-4","prd-29","3-43667-2","C-65"
"548","7/2/2026","2026","Vereinigtes Königreich","Liverpool","8833.80","7067.04","1","Bereich-3","prd-68","10-43673-1","C-115"
"549","7/3/2026","2026","Vereinigtes Königreich","Liverpool","6723.30","5378.64","","Bereich-4","prd-34","10-43674-1","C-115"
"550","7/4/2026","2026","Vereinigtes Königreich","Liverpool","7188.30","5750.64","","Bereich-5","prd-1","10-43675-1","C-115"
"551","7/5/2026","2026","Südkorea","Chuncheon","8482.95","6786.36","1","Bereich-2","prd-95","5-43672-1","C-65"
"552","7/6/2026","2026","USA","San José","7773.75","6219.00","","Bereich-2","prd-84","1-43676-2","C-76"
"553","7/7/2026","2026","Deutschland","Dortmund","6097.20","4877.76","1","Bereich-2","prd-93","3-43668-2","C-65"
"554","7/8/2026","2026","China","Nanjing","4571.10","3656.88","","Bereich-4","prd-28","4-43669-1","C-124"
"555","7/9/2026","2026","Deutschland","Dortmund","8051.40","6441.12","","Bereich-1","prd-57","3-43669-2","C-65"
"556","7/10/2026","2026","Deutschland","Dortmund","8206.65","6565.32","","Bereich-5","prd-11","3-43670-2","C-65"
"557","7/11/2026","2026","Südkorea","Suncheon","5970.00","4776.00","","Bereich-5","prd-18","2-43662-2","C-107"
"558","7/12/2026","2026","Südkorea","Suncheon","4088.10","3270.48","","Bereich-2","prd-84","6-43671-1","C-85"
"559","7/13/2026","2026","Südkorea","Suncheon","7694.70","6155.76","1","Bereich-5","prd-11","5-43673-1","C-65"
"560","7/14/2026","2026","Mexiko","Ciudad Juárez","4051.50","3241.20","","Bereich-3","prd-74","9-43657-1","C-117"
"561","7/15/2026","2026","Deutschland","Karlsruhe","5358.45","4286.76","","Bereich-5","prd-6","3-43671-2","C-65"
"562","7/16/2026","2026","Vereinigtes Königreich","Liverpool","7224.15","5779.32","","Bereich-4","prd-20","10-43676-1","C-115"
"563","7/17/2026","2026","Südkorea","Suncheon","8577.00","6861.60","","Bereich-2","prd-84","5-43674-1","C-65"
"564","7/18/2026","2026","Südkorea","Suncheon","3019.05","2415.24","","Bereich-2","prd-83","2-43663-2","C-107"
"565","7/19/2026","2026","USA","San José","5249.25","4199.40","","Bereich-3","prd-73","1-43677-2","C-76"
"566","7/20/2026","2026","Vereinigtes Königreich","Liverpool","5056.65","4045.32","","Bereich-3","prd-66","7-43661-1","C-141"
"567","7/21/2026","2026","Vereinigtes Königreich","Liverpool","7565.55","6052.44","","Bereich-2","prd-84","10-43677-1","C-115"
"568","7/22/2026","2026","USA","San José","7644.00","6115.20","","Bereich-1","prd-45","1-43649-2","C-76"
"569","7/23/2026","2026","Südkorea","Suncheon","6995.70","5596.56","","Bereich-1","prd-46","2-43664-2","C-107"
"570","7/24/2026","2026","Südkorea","Suncheon","6021.45","4817.16","1","Bereich-5","prd-19","2-43665-2","C-107"
"571","7/25/2026","2026","USA","San José","8281.95","6625.56","","Bereich-1","prd-44","1-43650-2","C-76"
"572","7/26/2026","2026","USA","San José","5835.00","4668.00","","Bereich-3","prd-66","12-43649-1","C-53"
"573","7/27/2026","2026","Vereinigtes Königreich","Liverpool","3708.45","2966.76","","Bereich-3","prd-65","7-43663-1","C-141"
"574","7/28/2026","2026","Südkorea","Suncheon","5274.90","4219.92","","Bereich-1","prd-43","2-43666-2","C-107"
"575","7/29/2026","2026","Mexiko","Ciudad Juárez","9161.70","7329.36","1","Bereich-1","prd-40","8-43670-1","C-109"
"576","7/30/2026","2026","Südkorea","Suncheon","9959.10","11353.37","","Bereich-5","prd-9","5-43675-1","C-65"
"577","7/31/2026","2026","Südkorea","Suncheon","5263.80","6000.73","","Bereich-5","prd-16","2-43667-2","C-107"
"578","8/1/2026","2026","Mexiko","Ciudad Juárez","6435.45","7336.41","","Bereich-5","prd-8","8-43671-1","C-109"
"579","8/2/2026","2026","Vereinigtes Königreich","Liverpool","6175.35","7039.90","","Bereich-2","prd-87","7-43665-1","C-141"
"580","8/3/2026","2026","Südkorea","Suncheon","5751.75","4601.40","","Bereich-5","prd-13","2-43668-2","C-107"
"581","8/4/2026","2026","Südkorea","Suncheon","2101.20","1680.96","1","Bereich-2","prd-90","6-43672-1","C-85"
"582","8/5/2026","2026","Südkorea","Suncheon","6453.45","5162.76","","Bereich-2","prd-84","5-43676-1","C-65"
"583","8/6/2026","2026","Südkorea","Suncheon","4909.35","3927.48","","Bereich-2","prd-89","2-43669-2","C-107"
"584","8/7/2026","2026","Deutschland","Karlsruhe","6903.45","5522.76","","Bereich-4","prd-30","3-43672-2","C-65"
"585","8/8/2026","2026","Vereinigtes Königreich","Liverpool","9865.50","7892.40","1","Bereich-2","prd-100","10-43648-1","C-115"
"586","8/9/2026","2026","Südkorea","Suncheon","3742.65","2994.12","","Bereich-1","prd-51","2-43670-2","C-107"
"587","8/10/2026","2026","Deutschland","Karlsruhe","8408.85","6727.08","","Bereich-3","prd-62","3-43673-2","C-65"
"588","8/11/2026","2026","China","Nanjing","5564.10","4451.28","","Bereich-1","prd-57","4-43670-1","C-124"
"589","8/12/2026","2026","Deutschland","Karlsruhe","9073.20","7258.56","1","Bereich-2","prd-83","3-43674-2","C-65"
"590","8/13/2026","2026","China","Nanjing","3636.45","2909.16","","Bereich-5","prd-3","11-43671-1","C-137"
"591","8/14/2026","2026","Deutschland","Karlsruhe","8076.15","6460.92","","Bereich-4","prd-28","3-43675-2","C-65"
"592","8/15/2026","2026","Südkorea","Suncheon","6975.15","5580.12","","Bereich-2","prd-97","5-43677-1","C-65"
"593","8/16/2026","2026","Südkorea","Asan","5394.60","4315.68","","Bereich-1","prd-48","2-43671-2","C-107"
"594","8/17/2026","2026","Südkorea","Asan","9016.50","7213.20","","Bereich-3","prd-70","5-43649-2","C-65"
"595","8/18/2026","2026","Deutschland","Karlsruhe","6624.00","5299.20","","Bereich-1","prd-46","3-43676-2","C-65"
"596","8/19/2026","2026","China","Nanjing","4400.40","3520.32","","Bereich-5","prd-8","11-43672-1","C-137"
"597","8/20/2026","2026","Mexiko","Ciudad Juárez","6958.50","5566.80","","Bereich-4","prd-27","8-43672-1","C-109"
"598","8/21/2026","2026","China","Nanjing","5841.60","4673.28","","Bereich-5","prd-6","11-43673-1","C-137"
"599","8/22/2026","2026","Vereinigtes Königreich","Liverpool","8648.55","6918.84","","Bereich-1","prd-52","10-43650-1","C-115"
"600","8/23/2026","2026","Südkorea","Asan","9022.65","7218.12","","Bereich-5","prd-12","5-43650-2","C-65"
"601","8/24/2026","2026","Vereinigtes Königreich","Liverpool","4252.95","3402.36","","Bereich-2","prd-85","7-43667-1","C-141"
"602","8/25/2026","2026","Südkorea","Asan","5586.15","4468.92","1","Bereich-3","prd-70","2-43672-2","C-107"
"603","8/26/2026","2026","Südkorea","Asan","6892.80","5514.24","","Bereich-1","prd-45","2-43673-2","C-107"
"604","8/27/2026","2026","Südkorea","Asan","4958.70","3966.96","","Bereich-5","prd-2","2-43674-2","C-107"
"605","8/28/2026","2026","USA","San José","8178.75","6543.00","","Bereich-4","prd-34","1-43651-2","C-76"
"606","8/29/2026","2026","Deutschland","Karlsruhe","6337.05","5069.64","1","Bereich-1","prd-50","3-43677-2","C-65"
"607","8/30/2026","2026","Vereinigtes Königreich","Liverpool","4825.80","3860.64","","Bereich-3","prd-64","7-43669-1","C-141"
"608","8/31/2026","2026","Südkorea","Asan","5240.10","4192.08","","Bereich-4","prd-35","2-43675-2","C-107"
"609","9/1/2026","2026","USA","Honolulu","6050.40","4840.32","","Bereich-3","prd-68","12-43650-1","C-53"
"610","9/2/2026","2026","Südkorea","Asan","3249.15","2599.32","","Bereich-4","prd-26","2-43676-2","C-107"
"611","9/3/2026","2026","Südkorea","Asan","4275.45","3420.36","","Bereich-3","prd-75","6-43673-1","C-85"
"612","9/4/2026","2026","Vereinigtes Königreich","Liverpool","8573.85","9774.19","","Bereich-5","prd-11","10-43652-1","C-115"
"613","9/5/2026","2026","Südkorea","Asan","5018.85","5721.49","","Bereich-5","prd-1","6-43674-1","C-85"
"614","9/6/2026","2026","Deutschland","Karlsruhe","9219.75","10510.51","1","Bereich-1","prd-45","3-43647-2","C-65"
"615","9/7/2026","2026","Deutschland","Karlsruhe","6940.95","7912.68","","Bereich-1","prd-48","3-43648-2","C-65"
"616","9/8/2026","2026","USA","Honolulu","6821.55","7776.57","","Bereich-3","prd-78","1-43652-2","C-76"
"617","9/9/2026","2026","China","Nanjing","6311.70","7195.34","","Bereich-2","prd-85","4-43671-1","C-124"
"618","9/10/2026","2026","China","Nanjing","4884.45","5568.27","","Bereich-5","prd-2","11-43674-1","C-137"
"619","9/11/2026","2026","Deutschland","Karlsruhe","7074.75","8065.21","","Bereich-2","prd-96","3-43649-2","C-65"
"620","9/12/2026","2026","USA","Honolulu","4419.75","5038.51","1","Bereich-5","prd-1","12-43651-1","C-53"
"621","9/13/2026","2026","Vereinigtes Königreich","Liverpool","5533.80","6308.53","","Bereich-1","prd-53","7-43671-1","C-141"
"622","9/14/2026","2026","Südkorea","Asan","4706.40","5365.30","","Bereich-4","prd-22","2-43677-2","C-107"
"623","9/15/2026","2026","Südkorea","Asan","5591.70","6374.54","","Bereich-3","prd-63","5-43651-2","C-65"
"624","9/16/2026","2026","Deutschland","Karlsruhe","6849.15","7808.03","","Bereich-2","prd-82","3-43650-2","C-65"
"625","9/17/2026","2026","Vereinigtes Königreich","Liverpool","6204.75","7073.41","","Bereich-1","prd-56","7-43673-1","C-141"
"626","9/18/2026","2026","China","Nanjing","2648.55","3019.35","","Bereich-4","prd-32","4-43672-1","C-124"
"627","9/19/2026","2026","Südkorea","Asan","5996.85","6836.41","1","Bereich-1","prd-54","6-43675-1","C-85"
"628","9/20/2026","2026","China","Nanjing","7157.55","5726.04","","Bereich-5","prd-12","11-43675-1","C-137"
"629","9/21/2026","2026","Südkorea","Asan","4128.15","3302.52","","Bereich-3","prd-62","2-43647-2","C-107"
"630","9/22/2026","2026","USA","Honolulu","6656.40","5325.12","1","Bereich-1","prd-51","1-43653-2","C-76"
"631","9/23/2026","2026","Südkorea","Asan","6645.90","5316.72","","Bereich-4","prd-25","5-43652-2","C-65"
"632","9/24/2026","2026","Südkorea","Asan","6132.45","4905.96","","Bereich-5","prd-4","5-43653-2","C-65"
"633","9/25/2026","2026","Südkorea","Asan","8482.65","6786.12","","Bereich-3","prd-73","5-43654-2","C-65"
"634","9/26/2026","2026","Mexiko","Ciudad Juárez","6414.15","5131.32","","Bereich-4","prd-29","8-43673-1","C-109"
"635","9/27/2026","2026","Vereinigtes Königreich","Liverpool","6970.20","5576.16","","Bereich-5","prd-17","10-43654-1","C-115"
"636","9/28/2026","2026","China","Nanjing","6683.25","5346.60","","Bereich-2","prd-96","4-43673-1","C-124"
"637","9/29/2026","2026","Deutschland","Karlsruhe","9112.95","7290.36","","Bereich-2","prd-99","3-43651-2","C-65"
"638","9/30/2026","2026","Deutschland","Karlsruhe","5695.65","4556.52","","Bereich-3","prd-68","3-43652-2","C-65"
"639","10/1/2026","2026","USA","Honolulu","6320.70","5056.56","","Bereich-5","prd-19","1-43654-2","C-76"
"640","10/2/2026","2026","USA","Honolulu","8878.35","7102.68","","Bereich-5","prd-1","1-43655-2","C-76"
"641","10/3/2026","2026","USA","Honolulu","8965.20","7172.16","","Bereich-5","prd-17","1-43656-2","C-76"
"642","10/4/2026","2026","Deutschland","Karlsruhe","7924.50","6339.60","","Bereich-2","prd-98","3-43653-2","C-65"
"643","10/5/2026","2026","Mexiko","Cancún","5531.40","4425.12","","Bereich-4","prd-25","9-43659-1","C-117"
"644","10/6/2026","2026","Südkorea","Pyeongtaek","3519.60","2815.68","","Bereich-4","prd-30","6-43676-1","C-85"
"645","10/7/2026","2026","China","Nanjing","5514.75","4411.80","","Bereich-1","prd-49","4-43674-1","C-124"
"646","10/8/2026","2026","China","Nanjing","6817.05","5453.64","","Bereich-3","prd-72","4-43675-1","C-124"
"647","10/9/2026","2026","Südkorea","Pyeongtaek","7364.70","5891.76","","Bereich-3","prd-74","2-43648-2","C-107"
"648","10/10/2026","2026","China","Nanjing","4417.80","3534.24","","Bereich-4","prd-25","11-43676-1","C-137"
"649","10/11/2026","2026","Südkorea","Pyeongtaek","4817.10","3853.68","","Bereich-3","prd-77","5-43655-2","C-65"
"650","10/12/2026","2026","USA","Honolulu","8688.60","6950.88","1","Bereich-3","prd-68","1-43657-2","C-76"
"651","10/13/2026","2026","Südkorea","Pyeongtaek","6123.90","4899.12","","Bereich-5","prd-1","6-43677-1","C-85"
"652","10/14/2026","2026","USA","Honolulu","13112.40","10489.92","","Bereich-5","prd-19","1-43658-2","C-76"
"653","10/15/2026","2026","Mexiko","Cancún","6350.55","5080.44","","Bereich-5","prd-12","9-43661-1","C-117"
"654","10/16/2026","2026","Deutschland","Karlsruhe","7561.05","6048.84","","Bereich-1","prd-56","3-43654-2","C-65"
"655","10/17/2026","2026","Südkorea","Pyeongtaek","6092.10","4873.68","","Bereich-4","prd-33","2-43649-2","C-107"
"656","10/18/2026","2026","Vereinigtes Königreich","Leeds","7252.95","5802.36","1","Bereich-4","prd-37","10-43656-1","C-115"
"657","10/19/2026","2026","Deutschland","Karlsruhe","7704.60","6163.68","","Bereich-4","prd-32","3-43655-2","C-65"
"658","10/20/2026","2026","USA","Honolulu","6223.50","4978.80","","Bereich-3","prd-78","12-43652-1","C-53"
"659","10/21/2026","2026","China","Nanjing","6046.20","4836.96","","Bereich-3","prd-73","4-43676-1","C-124"
"660","10/22/2026","2026","Südkorea","Pyeongtaek","4754.85","3803.88","","Bereich-1","prd-45","2-43650-2","C-107"
"661","10/23/2026","2026","Mexiko","Cancún","5971.50","4777.20","1","Bereich-2","prd-82","9-43663-1","C-117"
"662","10/24/2026","2026","Deutschland","Karlsruhe","9161.40","7329.12","","Bereich-5","prd-19","3-43656-2","C-65"
"663","10/25/2026","2026","USA","Honolulu","6048.75","4839.00","","Bereich-1","prd-57","12-43653-1","C-53"
"664","10/26/2026","2026","Südkorea","Pyeongtaek","4477.80","3582.24","","Bereich-3","prd-72","2-43651-2","C-107"
"665","10/27/2026","2026","Südkorea","Pyeongtaek","6224.70","4979.76","","Bereich-3","prd-73","2-43652-2","C-107"
"666","10/28/2026","2026","Südkorea","Pyeongtaek","5814.75","4651.80","","Bereich-1","prd-46","6-43647-1","C-85"
"667","10/29/2026","2026","Südkorea","Pyeongtaek","7499.40","5999.52","","Bereich-2","prd-83","5-43656-2","C-65"
"668","10/30/2026","2026","China","Nanjing","4099.95","3279.96","","Bereich-1","prd-41","4-43677-1","C-124"
"669","10/31/2026","2026","Südkorea","Pyeongtaek","8394.45","6715.56","","Bereich-5","prd-13","5-43657-2","C-65"
"670","11/1/2026","2026","Mexiko","Cancún","7660.95","6128.76","","Bereich-5","prd-3","8-43674-1","C-109"
"671","11/2/2026","2026","USA","Honolulu","7569.45","6055.56","","Bereich-2","prd-99","1-43659-2","C-76"
"672","11/3/2026","2026","Südkorea","Pyeongtaek","5196.60","4157.28","","Bereich-1","prd-41","2-43653-2","C-107"
"673","11/4/2026","2026","Südkorea","Pyeongtaek","8705.10","6964.08","","Bereich-4","prd-38","5-43658-2","C-65"
"674","11/5/2026","2026","Deutschland","Karlsruhe","5610.15","4488.12","","Bereich-4","prd-28","3-43657-2","C-65"
"675","11/6/2026","2026","Südkorea","Pyeongtaek","3227.10","2581.68","","Bereich-4","prd-34","2-43654-2","C-107"
"676","11/7/2026","2026","Südkorea","Pyeongtaek","5884.80","4707.84","","Bereich-5","prd-4","5-43659-2","C-65"
"677","11/8/2026","2026","Mexiko","Cancún","4987.80","3990.24","","Bereich-4","prd-27","9-43665-1","C-117"
"678","11/9/2026","2026","Mexiko","Cancún","7073.25","5658.60","","Bereich-5","prd-12","8-43675-1","C-109"
"679","11/10/2026","2026","USA","Honolulu","5125.65","4100.52","","Bereich-5","prd-14","12-43654-1","C-53"
"680","11/11/2026","2026","USA","Honolulu","9572.55","7658.04","1","Bereich-3","prd-70","1-43660-2","C-76"
"681","11/12/2026","2026","Vereinigtes Königreich","Leeds","4848.60","3878.88","","Bereich-3","prd-68","7-43675-1","C-141"
"682","11/13/2026","2026","USA","Orlando","5120.10","4096.08","","Bereich-4","prd-31","1-43661-2","C-76"
"683","11/14/2026","2026","Vereinigtes Königreich","Leeds","5880.15","4704.12","","Bereich-4","prd-21","7-43677-1","C-141"
"684","11/15/2026","2026","Südkorea","Pyeongtaek","4303.50","3442.80","","Bereich-5","prd-16","2-43655-2","C-107"
"685","11/16/2026","2026","USA","Orlando","7691.10","6152.88","","Bereich-3","prd-62","1-43662-2","C-76"
"686","11/17/2026","2026","Deutschland","Freiburg","4384.20","3507.36","","Bereich-2","prd-91","3-43658-2","C-65"
"687","11/18/2026","2026","USA","Orlando","5382.00","4305.60","","Bereich-3","prd-61","1-43663-2","C-76"
"688","11/19/2026","2026","Südkorea","Pyeongtaek","3213.45","2570.76","","Bereich-5","prd-9","2-43656-2","C-107"
"689","11/20/2026","2026","Vereinigtes Königreich","Leeds","6148.65","4918.92","","Bereich-3","prd-68","7-43648-1","C-141"
"690","11/21/2026","2026","Deutschland","Freiburg","7288.50","5830.80","","Bereich-2","prd-97","3-43659-2","C-65"
"691","11/22/2026","2026","Südkorea","Pyeongtaek","5555.55","4444.44","","Bereich-2","prd-89","2-43657-2","C-107"
"692","11/23/2026","2026","Südkorea","Pyeongtaek","8141.55","6513.24","","Bereich-3","prd-75","5-43660-2","C-65"
"693","11/24/2026","2026","Südkorea","Pyeongtaek","7714.05","6171.24","","Bereich-2","prd-84","2-43658-2","C-107"
"694","11/25/2026","2026","USA","Orlando","4873.50","3898.80","","Bereich-3","prd-65","12-43655-1","C-53"
"695","11/26/2026","2026","Mexiko","Cancún","6806.10","5444.88","","Bereich-1","prd-40","8-43676-1","C-109"
"696","11/27/2026","2026","Vereinigtes Königreich","Leeds","4771.20","3816.96","","Bereich-5","prd-1","7-43650-1","C-141"
"697","11/28/2026","2026","Südkorea","Mokpo","4809.90","3847.92","","Bereich-4","prd-29","6-43648-1","C-85"
"698","11/29/2026","2026","China","Nanjing","6279.00","5023.20","","Bereich-2","prd-98","4-43647-2","C-124"
"699","11/30/2026","2026","USA","Orlando","8284.20","6627.36","","Bereich-4","prd-38","1-43664-2","C-76"
"700","12/1/2026","2026","USA","Orlando","3356.40","2685.12","","Bereich-2","prd-97","1-43665-2","C-76"
"701","12/2/2026","2026","Südkorea","Mokpo","6253.50","5002.80","","Bereich-4","prd-27","5-43661-2","C-65"
"702","12/3/2026","2026","Südkorea","Mokpo","3738.30","2990.64","","Bereich-2","prd-85","2-43659-2","C-107"
"703","12/4/2026","2026","China","Nanjing","6899.10","5519.28","","Bereich-3","prd-72","4-43648-2","C-124"
"704","12/5/2026","2026","Mexiko","Cancún","6602.25","5281.80","","Bereich-2","prd-93","8-43677-1","C-109"
